Date,Open,High,Low,Close,Volume,SH_Open,SH_High,SH_Low,SH_Close,SH_Volume
1997-09-02,899.469970703125,927.5800170898438,899.469970703125,927.5800170898438,491870000,1228.4749755859375,1232.6910400390625,1215.9219970703125,1226.302978515625,0
1997-09-03,927.5800170898438,935.9000244140624,926.8699951171876,927.8599853515624,549060000,1223.6209716796875,1243.3260498046875,1223.4610595703125,1240.8199462890625,0
1997-09-04,927.8599853515624,933.3599853515624,925.5900268554688,930.8699951171876,559310000,1245.7750244140625,1253.1529541015625,1245.6400146484375,1251.2979736328125,0
1997-09-05,930.8699951171876,940.3699951171876,924.0499877929688,929.0499877929688,536400000,1250.60400390625,1253.3499755859375,1241.217041015625,1251.550048828125,0
1997-09-08,929.0499877929688,936.5,929.0499877929688,931.2000122070312,466430000,1253.14501953125,1257.5489501953125,1245.7440185546875,1255.22900390625,0
1997-09-09,931.2000122070312,938.9000244140624,927.280029296875,933.6199951171876,502200000,1255.1810302734375,1257.927001953125,1230.4420166015625,1231.0269775390625,0
1997-09-10,933.6199951171876,933.6199951171876,918.760009765625,919.030029296875,517620000,1230.426025390625,1256.041015625,1227.6429443359375,1256.041015625,0
1997-09-11,919.030029296875,919.030029296875,902.5599975585938,912.5900268554688,575020000,1260.51904296875,1264.489013671875,1236.113037109375,1242.7130126953125,0
1997-09-12,912.5900268554688,925.0499877929688,906.7000122070312,923.9099731445312,544150000,1240.4959716796875,1247.907958984375,1207.8310546875,1208.697021484375,0
1997-09-15,923.9099731445312,928.9000244140624,919.4099731445312,919.77001953125,468030000,1205.9010009765625,1211.6839599609375,1175.947998046875,1179.2860107421875,0
1997-09-16,919.77001953125,947.6599731445312,919.77001953125,945.6400146484376,636380000,1182.7569580078125,1193.8470458984375,1181.1689453125,1187.219970703125,0
1997-09-17,945.6400146484376,950.2899780273438,941.989990234375,943.0,590550000,1188.885009765625,1191.2950439453125,1162.2430419921875,1167.5570068359375,0
1997-09-18,943.0,958.1900024414062,943.0,947.2899780273438,566830000,1169.6700439453125,1181.748046875,1164.64501953125,1172.365966796875,0
1997-09-19,947.2899780273438,952.3499755859376,943.9000244140624,950.510009765625,631040000,1174.76904296875,1185.0899658203125,1168.8690185546875,1184.52099609375,0
1997-09-22,950.510009765625,960.5900268554688,950.510009765625,955.4299926757812,490900000,1184.4930419921875,1185.0999755859375,1102.616943359375,1103.9739990234375,0
1997-09-23,955.4299926757812,955.780029296875,948.0700073242188,951.9299926757812,522930000,1096.18701171875,1105.281982421875,1025.1300048828125,1041.9649658203125,0
1997-09-24,951.9299926757812,959.780029296875,944.0700073242188,944.47998046875,639460000,1064.6610107421875,1110.1070556640625,1064.6610107421875,1110.011962890625,0
1997-09-25,944.47998046875,947.0,937.3800048828124,937.9099731445312,524880000,1118.3690185546875,1130.1259765625,1106.2459716796875,1117.010009765625,0
1997-09-26,937.9099731445312,946.4400024414062,937.9099731445312,945.219970703125,505340000,1118.68994140625,1118.9410400390625,1094.4239501953125,1109.634033203125,0
1997-09-29,945.219970703125,953.9600219726562,941.9400024414062,953.3400268554688,477100000,1106.342041015625,1106.342041015625,1079.3399658203125,1084.072021484375,0
1997-09-30,953.3400268554688,955.1699829101562,947.280029296875,947.280029296875,587500000,1083.4139404296875,1100.385986328125,1083.2320556640625,1097.383056640625,0
1997-10-06,965.030029296875,974.1599731445312,965.030029296875,972.6900024414062,495620000,1100.699951171875,1105.4110107421875,1091.1519775390625,1098.9029541015625,0
1997-10-07,972.6900024414062,983.1199951171876,971.9500122070312,983.1199951171876,551970000,1098.2939453125,1102.7120361328125,1087.0179443359375,1102.572998046875,0
1997-10-08,983.1199951171876,983.1199951171876,968.6500244140624,973.8400268554688,573110000,1122.968017578125,1140.93701171875,1116.7130126953125,1134.8680419921875,0
1997-10-09,973.8400268554688,974.719970703125,963.3400268554688,970.6199951171876,551840000,1134.5909423828125,1138.656982421875,1120.0880126953125,1122.4659423828125,0
1997-10-10,970.6199951171876,970.6199951171876,963.4199829101562,966.97998046875,500680000,1121.3380126953125,1131.5699462890625,1120.512939453125,1130.7850341796875,0
1997-10-13,966.97998046875,973.4600219726562,966.9500122070312,968.0999755859376,354800000,1136.428955078125,1138.4010009765625,1117.3890380859375,1119.8170166015625,0
1997-10-14,968.0999755859376,972.8599853515624,961.8699951171876,970.280029296875,510330000,1116.2989501953125,1118.02197265625,1105.7039794921875,1117.927978515625,0
1997-10-15,970.280029296875,970.280029296875,962.75,965.719970703125,505310000,1119.1080322265625,1129.654052734375,1116.428955078125,1125.781982421875,0
1997-10-16,965.719970703125,973.3800048828124,950.77001953125,955.25,597010000,1131.4000244140625,1151.39404296875,1131.39404296875,1150.3070068359375,0
1997-10-17,955.22998046875,955.22998046875,931.5800170898438,944.1599731445312,624980000,1155.4219970703125,1180.218017578125,1153.89599609375,1176.489013671875,0
1997-10-20,944.1599731445312,955.719970703125,941.4299926757812,955.6099853515624,483880000,1183.7440185546875,1191.0400390625,1173.5570068359375,1187.3680419921875,0
1997-10-21,955.6099853515624,972.5599975585938,955.6099853515624,972.280029296875,582310000,1190.4949951171875,1192.3399658203125,1179.573974609375,1191.8699951171875,0
1997-10-22,972.280029296875,972.6099853515624,965.6599731445312,968.489990234375,613490000,1193.7010498046875,1203.0179443359375,1168.48095703125,1177.52001953125,0
1997-10-23,968.489990234375,968.489990234375,944.1599731445312,950.6900024414062,673270000,1178.9830322265625,1186.0670166015625,1170.2320556640625,1173.364013671875,0
1997-10-24,950.6900024414062,960.0399780273438,937.5499877929688,941.6400146484376,677630000,1172.884033203125,1179.8050537109375,1164.06396484375,1178.3060302734375,0
1997-10-27,941.6400146484376,941.6400146484376,876.72998046875,876.989990234375,693730000,1183.64697265625,1235.9449462890625,1183.64697265625,1235.8270263671875,0
1997-10-28,876.989990234375,923.0900268554688,855.27001953125,921.8499755859376,1202550000,1239.5849609375,1241.8330078125,1172.8919677734375,1177.9239501953125,0
1997-10-29,921.8499755859376,935.239990234375,913.8800048828124,919.1599731445312,777660000,1168.2249755859375,1188.7969970703125,1162.98095703125,1184.0860595703125,0
1997-10-30,919.1599731445312,923.280029296875,903.6799926757812,903.6799926757812,712230000,1189.2650146484375,1207.969970703125,1173.6490478515625,1174.845947265625,0
1997-10-31,903.6799926757812,919.9299926757812,903.6799926757812,914.6199951171876,638070000,1164.9129638671875,1181.5059814453125,1158.7359619140625,1180.3929443359375,0
1997-11-03,914.6199951171876,939.02001953125,914.6199951171876,938.989990234375,564740000,1181.1619873046875,1185.0689697265625,1176.5469970703125,1180.85400390625,0
1997-11-04,938.989990234375,941.4000244140624,932.6599731445312,940.760009765625,541590000,1180.864990234375,1190.470947265625,1180.864990234375,1184.699951171875,0
1997-11-05,940.760009765625,949.6199951171876,938.1599731445312,942.760009765625,565680000,1186.094970703125,1194.6729736328125,1179.3509521484375,1194.0379638671875,0
1997-11-06,942.760009765625,942.8499755859376,934.1599731445312,938.030029296875,522890000,1198.657958984375,1203.0860595703125,1179.58203125,1181.123046875,0
1997-11-07,938.030029296875,938.030029296875,915.3900146484376,927.510009765625,569980000,1181.7760009765625,1195.739990234375,1177.6319580078125,1195.1409912109375,0
1997-11-10,927.510009765625,935.9000244140624,920.260009765625,921.1300048828124,464140000,1199.3680419921875,1202.5789794921875,1178.6309814453125,1185.7840576171875,0
1997-11-11,921.1300048828124,928.2899780273438,919.6300048828124,923.780029296875,435660000,1183.41796875,1187.7440185546875,1168.4820556640625,1186.634033203125,0
1997-11-12,923.780029296875,923.8800048828124,905.3400268554688,905.9600219726562,585340000,1190.0140380859375,1193.531005859375,1171.2939453125,1185.0240478515625,0
1997-11-13,905.9600219726562,917.7899780273438,900.6099853515625,916.6599731445312,653960000,1169.7039794921875,1185.281982421875,1157.2939453125,1185.0240478515625,0
1997-11-14,916.6599731445312,930.4400024414062,915.3400268554688,928.3499755859376,635760000,1187.3509521484375,1208.842041015625,1181.68701171875,1197.83203125,0
1997-11-17,928.3499755859376,949.6599731445312,928.3499755859376,946.2000122070312,576540000,1210.677001953125,1213.22802734375,1190.4310302734375,1191.3330078125,0
1997-11-18,946.2000122070312,947.6500244140624,937.4299926757812,938.22998046875,521380000,1190.260986328125,1193.31103515625,1182.6070556640625,1183.3489990234375,0
1997-11-19,938.22998046875,947.280029296875,934.8300170898438,944.5900268554688,542720000,1185.10302734375,1191.9639892578125,1175.782958984375,1181.626953125,0
1997-11-20,944.5900268554688,961.8300170898438,944.5900268554688,958.97998046875,602610000,1182.739013671875,1189.4949951171875,1169.0970458984375,1172.427001953125,0
1997-11-21,958.97998046875,964.5499877929688,954.5999755859376,963.0900268554688,611000000,1168.968017578125,1169.10498046875,1152.008056640625,1158.5550537109375,0
1997-11-24,963.0900268554688,963.0900268554688,945.219970703125,946.6699829101562,514920000,1150.416015625,1150.56298828125,1122.93505859375,1124.9410400390625,0
1997-11-25,946.6699829101562,954.469970703125,944.7100219726562,950.8200073242188,587890000,1120.864013671875,1131.126953125,1114.137939453125,1125.5279541015625,0
1997-11-26,950.8200073242188,956.469970703125,950.8200073242188,951.6400146484376,487750000,1126.595947265625,1143.8179931640625,1124.47705078125,1143.8179931640625,0
1997-11-28,951.6400146484376,959.1300048828124,951.6400146484376,955.4000244140624,189070000,1117.5689697265625,1139.6409912109375,1114.4329833984375,1139.6280517578125,0
1997-12-01,955.4000244140624,974.77001953125,955.4000244140624,974.77001953125,590300000,1137.5880126953125,1139.29296875,1130.448974609375,1133.0870361328125,0
1997-12-02,974.780029296875,976.2000122070312,969.8300170898438,971.6799926757812,576120000,1133.5899658203125,1139.60400390625,1128.5,1130.1669921875,0
1997-12-03,971.6799926757812,980.8099975585938,966.1599731445312,976.77001953125,624610000,1129.7769775390625,1130.3179931640625,1121.593017578125,1122.5460205078125,0
1997-12-04,976.77001953125,983.3599853515624,971.3699951171876,973.0999755859376,633470000,1121.802978515625,1137.012939453125,1119.2010498046875,1135.873046875,0
1997-12-05,973.0999755859376,986.25,969.0999755859376,983.7899780273438,563590000,1139.47705078125,1144.2220458984375,1134.9320068359375,1136.2039794921875,0
1997-12-08,983.7899780273438,985.6699829101562,979.5700073242188,982.3699951171876,490320000,1140.5469970703125,1143.0799560546875,1136.5789794921875,1139.322021484375,0
1997-12-09,982.3699951171876,982.3699951171876,973.8099975585938,975.780029296875,539130000,1139.8060302734375,1148.1710205078125,1137.3170166015625,1148.1710205078125,0
1997-12-10,975.780029296875,975.780029296875,962.6799926757812,969.7899780273438,602290000,1150.4759521484375,1158.989013671875,1149.83203125,1157.842041015625,0
1997-12-11,969.7899780273438,969.7899780273438,951.8900146484376,954.9400024414062,631770000,1159.053955078125,1159.7530517578125,1145.5460205078125,1159.1689453125,0
1997-12-12,954.9400024414062,961.3200073242188,947.0,953.3900146484376,579280000,1160.220947265625,1165.81298828125,1153.4320068359375,1153.8399658203125,0
1997-12-15,953.3900146484376,965.9600219726562,953.3900146484376,963.3900146484376,597150000,1155.719970703125,1168.0560302734375,1155.60400390625,1168.0260009765625,0
1997-12-16,963.3900146484376,973.0,963.3900146484376,968.0399780273438,623320000,1170.4620361328125,1174.8070068359375,1165.6009521484375,1174.802001953125,0
1997-12-17,968.0399780273438,974.2999877929688,964.25,965.5399780273438,618900000,1169.64404296875,1169.737060546875,1145.8909912109375,1146.52197265625,0
1997-12-18,965.5399780273438,965.5399780273438,950.5499877929688,955.2999877929688,618870000,1142.0999755859375,1159.1109619140625,1138.39794921875,1154.166015625,0
1997-12-19,955.2999877929688,955.2999877929688,924.9199829101562,946.780029296875,793200000,1154.7030029296875,1161.8790283203125,1151.1409912109375,1160.7679443359375,0
1997-12-22,946.780029296875,956.72998046875,946.25,953.7000122070312,530670000,1162.6820068359375,1169.029052734375,1153.43994140625,1169.0069580078125,0
1997-12-23,953.7000122070312,954.510009765625,938.9099731445312,939.1300048828124,515070000,1171.9019775390625,1176.9219970703125,1165.0570068359375,1171.2540283203125,0
1997-12-24,939.1300048828124,942.8800048828124,932.7000122070312,932.7000122070312,265980000,1171.7349853515625,1173.5400390625,1164.8580322265625,1169.6639404296875,0
1997-12-26,932.7000122070312,939.989990234375,932.7000122070312,936.4600219726562,154900000,1187.751953125,1194.237060546875,1186.5269775390625,1191.9189453125,0
1997-12-29,936.4600219726562,953.9500122070312,936.4600219726562,953.3499755859376,443160000,1196.2969970703125,1198.9739990234375,1185.656005859375,1186.60595703125,0
1997-12-30,953.3499755859376,970.8400268554688,953.3499755859376,970.8400268554688,499500000,1186.1390380859375,1193.6219482421875,1179.5560302734375,1181.1429443359375,0
1997-12-31,970.8400268554688,975.02001953125,967.4099731445312,970.4299926757812,467280000,1182.2530517578125,1195.0469970703125,1182.2469482421875,1194.10205078125,0
1998-01-05,975.0399780273438,982.6300048828124,969.0,977.0700073242188,628070000,1200.947998046875,1220.4949951171875,1200.2220458984375,1220.4730224609375,0
1998-01-06,977.0700073242188,977.0700073242188,962.6799926757812,966.5800170898438,618360000,1223.72998046875,1233.635009765625,1215.4090576171875,1233.6199951171875,0
1998-01-07,966.5800170898438,966.5800170898438,952.6699829101562,964.0,667390000,1233.9560546875,1244.0980224609375,1231.14599609375,1244.0699462890625,0
1998-01-08,964.0,964.0,955.0399780273438,956.0499877929688,652140000,1243.1209716796875,1250.0050048828125,1235.885009765625,1237.1629638671875,0
1998-01-09,956.0499877929688,956.0499877929688,921.719970703125,927.6900024414062,746420000,1233.7010498046875,1244.9990234375,1221.2969970703125,1239.9010009765625,0
1998-01-12,927.6900024414062,939.25,912.8300170898438,939.2100219726562,705450000,1242.2099609375,1246.6510009765625,1226.39697265625,1226.9659423828125,0
1998-01-13,939.2100219726562,952.1400146484376,939.2100219726562,952.1199951171876,646740000,1211.883056640625,1211.883056640625,1110.0870361328125,1167.64697265625,0
1998-01-14,952.1199951171876,958.1199951171876,948.0,957.9400024414062,603280000,1170.345947265625,1203.2469482421875,1170.322021484375,1202.2149658203125,0
1998-01-15,957.9400024414062,957.9400024414062,950.27001953125,950.72998046875,569050000,1210.4210205078125,1217.864013671875,1196.14794921875,1215.4310302734375,0
1998-01-16,950.72998046875,965.1199951171876,950.72998046875,961.510009765625,670080000,1215.8199462890625,1220.9739990234375,1207.9189453125,1213.9620361328125,0
1998-01-20,961.510009765625,978.5999755859376,961.47998046875,978.5999755859376,644790000,1211.2760009765625,1215.5699462890625,1195.3819580078125,1203.7149658203125,0
1998-01-21,978.5999755859376,978.5999755859376,963.2899780273438,970.8099975585938,626160000,1201.988037109375,1209.68896484375,1198.22802734375,1200.2030029296875,0
1998-01-22,970.8099975585938,970.8099975585938,959.489990234375,963.0399780273438,646570000,1200.52099609375,1207.4510498046875,1194.383056640625,1204.4300537109375,0
1998-01-23,963.0399780273438,966.4400024414062,950.8599853515624,957.5900268554688,635770000,1206.4949951171875,1224.1219482421875,1206.4539794921875,1222.9129638671875,0
1998-02-09,1012.4600219726562,1015.3300170898438,1006.280029296875,1010.739990234375,524810000,1257.9949951171875,1262.623046875,1244.426025390625,1248.0400390625,0
1998-02-10,1010.739990234375,1022.1500244140624,1010.7100219726562,1019.010009765625,642800000,1248.595947265625,1248.595947265625,1233.697998046875,1236.512939453125,0
1998-02-11,1019.010009765625,1020.7100219726562,1016.3800048828124,1020.010009765625,599300000,1234.1810302734375,1251.4530029296875,1233.530029296875,1250.238037109375,0
1998-02-12,1020.010009765625,1026.300048828125,1008.5499877929688,1024.1400146484375,611480000,1253.385009765625,1254.4110107421875,1241.9959716796875,1246.2950439453125,0
1998-02-13,1024.1400146484375,1024.1400146484375,1017.7100219726562,1020.0900268554688,531940000,1246.7330322265625,1251.9119873046875,1241.823974609375,1245.9110107421875,0
1998-02-17,1020.0900268554688,1028.02001953125,1020.0900268554688,1022.760009765625,605890000,1234.8370361328125,1240.5789794921875,1228.1109619140625,1238.5,0
1998-02-18,1022.760009765625,1032.0799560546875,1021.7000122070312,1032.0799560546875,606000000,1239.633056640625,1240.177978515625,1225.4969482421875,1229.8310546875,0
1998-02-19,1032.0799560546875,1032.9300537109375,1026.6199951171875,1028.280029296875,581820000,1229.8089599609375,1235.4930419921875,1223.9320068359375,1232.583984375,0
1998-02-20,1028.280029296875,1034.2099609375,1022.6900024414062,1034.2099609375,594300000,1234.6009521484375,1237.9150390625,1224.583984375,1226.02001953125,0
1998-02-23,1034.2099609375,1038.6800537109375,1031.760009765625,1038.1400146484375,550730000,1217.8590087890625,1217.8590087890625,1195.887939453125,1208.60302734375,0
1998-02-24,1038.1400146484375,1038.72998046875,1028.8900146484375,1030.56005859375,589880000,1206.925048828125,1216.35302734375,1206.0899658203125,1208.218017578125,0
1998-02-25,1030.56005859375,1045.7900390625,1030.56005859375,1042.9000244140625,611350000,1208.5240478515625,1209.490966796875,1191.7509765625,1194.6729736328125,0
1998-02-26,1042.9000244140625,1048.6800537109375,1039.8499755859375,1048.6700439453125,646280000,1193.0030517578125,1206.6739501953125,1189.512939453125,1206.6739501953125,0
1998-02-27,1048.6700439453125,1051.6600341796875,1044.4000244140625,1049.3399658203125,574480000,1209.4420166015625,1213.72900390625,1202.864990234375,1206.530029296875,0
1998-03-02,1049.3399658203125,1053.97998046875,1044.699951171875,1047.699951171875,591470000,1196.741943359375,1205.7459716796875,1182.612060546875,1188.3060302734375,0
1998-03-03,1047.699951171875,1052.02001953125,1043.4100341796875,1052.02001953125,612360000,1186.52001953125,1201.800048828125,1185.302978515625,1201.7889404296875,0
1998-03-04,1052.02001953125,1052.02001953125,1042.739990234375,1047.3299560546875,644280000,1204.9449462890625,1214.0030517578125,1201.2540283203125,1213.2530517578125,0
1998-03-05,1047.3299560546875,1047.3299560546875,1030.8699951171875,1035.050048828125,648270000,1217.8509521484375,1219.2840576171875,1206.3719482421875,1207.541015625,0
1998-03-06,1035.050048828125,1055.68994140625,1035.050048828125,1055.68994140625,665500000,1208.7490234375,1208.97802734375,1202.1240234375,1206.4520263671875,0
1998-03-09,1055.68994140625,1058.550048828125,1050.02001953125,1052.31005859375,624700000,1207.958984375,1208.615966796875,1197.5689697265625,1200.833984375,0
1998-03-10,1052.31005859375,1064.5899658203125,1052.31005859375,1064.25,631920000,1199.625,1205.83203125,1186.551025390625,1199.83203125,0
1998-03-11,1064.25,1069.1800537109375,1064.219970703125,1068.469970703125,655260000,1201.261962890625,1210.5250244140625,1187.4420166015625,1190.0369873046875,0
1998-03-12,1068.469970703125,1071.8699951171875,1063.5400390625,1069.9200439453125,594940000,1187.5379638671875,1188.281982421875,1175.553955078125,1178.969970703125,0
1998-03-13,1069.9200439453125,1075.8599853515625,1066.5699462890625,1068.6099853515625,597800000,1177.8170166015625,1184.9610595703125,1176.0050048828125,1184.9610595703125,0
1998-03-16,1068.6099853515625,1079.4599609375,1068.6099853515625,1079.27001953125,548980000,1186.18603515625,1188.616943359375,1179.43994140625,1188.4820556640625,0
1998-03-17,1079.27001953125,1080.52001953125,1073.2900390625,1080.449951171875,680960000,1193.66796875,1202.8389892578125,1193.239013671875,1202.8349609375,0
1998-03-18,1080.449951171875,1085.52001953125,1077.77001953125,1085.52001953125,632690000,1204.10302734375,1204.740966796875,1191.906005859375,1193.9090576171875,0
1998-03-19,1085.52001953125,1089.739990234375,1084.300048828125,1089.739990234375,598240000,1192.39697265625,1195.8289794921875,1184.8709716796875,1188.7149658203125,0
1998-03-20,1089.739990234375,1101.0400390625,1089.3900146484375,1099.1600341796875,717310000,1188.594970703125,1192.322998046875,1183.2469482421875,1187.5009765625,0
1998-03-23,1099.1600341796875,1101.1600341796875,1094.25,1095.550048828125,631350000,1186.56103515625,1186.8609619140625,1178.0439453125,1179.8690185546875,0
1998-03-24,1095.550048828125,1106.75,1095.550048828125,1105.6500244140625,605720000,1180.093017578125,1194.0560302734375,1179.9730224609375,1194.0169677734375,0
1998-03-25,1105.6500244140625,1113.0699462890625,1092.8399658203125,1101.9300537109375,676550000,1207.615966796875,1209.7659912109375,1188.85302734375,1191.552978515625,0
1998-03-26,1101.9300537109375,1106.280029296875,1097.0,1100.800048828125,606770000,1191.0009765625,1193.8160400390625,1186.2230224609375,1188.864990234375,0
1998-03-27,1100.800048828125,1107.1800537109375,1091.1400146484375,1095.43994140625,582190000,1189.4090576171875,1223.927978515625,1188.85498046875,1223.56494140625,0
1998-03-30,1095.43994140625,1099.0999755859375,1090.02001953125,1093.5999755859375,497400000,1230.9439697265625,1249.4429931640625,1228.2989501953125,1249.43505859375,0
1998-03-31,1093.550048828125,1110.1300048828125,1093.550048828125,1101.75,674930000,1251.343017578125,1252.241943359375,1238.64404296875,1243.0159912109375,0
1998-04-01,1101.75,1109.18994140625,1095.2900390625,1108.1500244140625,677310000,1243.373046875,1255.010009765625,1240.0579833984375,1254.9649658203125,0
1998-04-02,1108.1500244140625,1121.010009765625,1107.8900146484375,1120.010009765625,674340000,1259.593017578125,1285.031982421875,1259.5830078125,1269.0150146484375,0
1998-04-03,1120.010009765625,1126.3599853515625,1118.1199951171875,1122.699951171875,653880000,1268.5689697265625,1286.1070556640625,1266.031982421875,1286.083984375,0
1998-04-06,1122.699951171875,1131.989990234375,1121.3699951171875,1121.3800048828125,625810000,1291.614013671875,1306.383056640625,1286.4300537109375,1306.3780517578125,0
1998-04-07,1121.3800048828125,1121.3800048828125,1102.43994140625,1109.550048828125,670760000,1308.5560302734375,1310.2879638671875,1296.5419921875,1303.1400146484375,0
